attendance_id,email,learner_name,attendance_date,week_number,join_time,leave_time,duration_minutes,duration_hours,is_attended
65,gabrieljenkins@example.com,Gabriel Jenkins,2024-08-05,1,06:06 PM,07:55 PM,109.0,1.8166666666666667,1
66,bellamorales@example.com,Bella Morales,2024-08-05,1,06:11 PM,07:47 PM,96.0,1.6,1
67,aaronhayes@example.com,Aaron Hayes,2024-08-05,1,06:08 PM,07:47 PM,99.0,1.65,1
68,mayaporter@example.com,Maya Porter,2024-08-05,1,06:01 PM,07:50 PM,109.0,1.8166666666666667,1
69,julianramirez@example.com,Julian Ramirez,2024-08-05,1,06:08 PM,07:49 PM,101.0,1.6833333333333333,1
70,rubyhunter@example.com,Ruby Hunter,2024-08-05,1,06:14 PM,07:52 PM,98.0,1.6333333333333333,1
71,leoross@example.com,Leo Ross,2024-08-05,1,06:03 PM,07:48 PM,105.0,1.75,1
72,sadiediaz@example.com,Sadie Diaz,2024-08-05,1,06:01 PM,07:51 PM,110.0,1.8333333333333333,1
73,adamsimmons@example.com,Adam Simmons,2024-08-05,1,06:02 PM,07:52 PM,110.0,1.8333333333333333,1
74,violetgray@example.com,Violet Gray,2024-08-05,1,06:12 PM,07:46 PM,94.0,1.5666666666666667,1
75,nathanmitchell@example.com,Nathan Mitchell,2024-08-05,1,06:02 PM,07:46 PM,104.0,1.7333333333333334,1
76,stellaperry@example.com,Stella Perry,2024-08-05,1,06:08 PM,07:45 PM,97.0,1.6166666666666667,1
77,aidenrichardson@example.com,Aiden Richardson,2024-08-05,1,06:00 PM,07:53 PM,113.0,1.8833333333333333,1
78,leahlopez@example.com,Leah Lopez,2024-08-05,1,06:11 PM,07:55 PM,104.0,1.7333333333333334,1
79,hunterbarnes@example.com,Hunter Barnes,2024-08-05,1,06:12 PM,07:56 PM,104.0,1.7333333333333334,1
80,milabrooks@example.com,Mila Brooks,2024-08-05,1,06:10 PM,07:47 PM,97.0,1.6166666666666667,1
81,sebastiancarter@example.com,Sebastian Carter,2024-08-05,1,06:14 PM,07:47 PM,93.0,1.55,1
82,elliehughes@example.com,Ellie Hughes,2024-08-05,1,06:13 PM,07:58 PM,105.0,1.75,1
83,jacksonbennett@example.com,Jackson Bennett,2024-08-05,1,06:13 PM,07:45 PM,92.0,1.5333333333333334,1
84,lunasanders@example.com,Luna Sanders,2024-08-05,1,06:07 PM,08:00 PM,113.0,1.8833333333333333,1
85,zacharyrogers@example.com,Zachary Rogers,2024-08-05,1,06:08 PM,08:00 PM,112.0,1.8666666666666667,1
86,naomiward@example.com,Naomi Ward,2024-08-05,1,06:15 PM,07:52 PM,97.0,1.6166666666666667,1
87,liambrown@example.com,Liam Brown,2024-08-05,1,06:09 PM,07:50 PM,101.0,1.6833333333333333,1
88,gabriellacruz@example.com,Gabriella Cruz,2024-08-05,1,06:13 PM,07:47 PM,94.0,1.5666666666666667,1
89,patrickreed@example.com,Patrick Reed,2024-08-05,1,06:15 PM,07:49 PM,94.0,1.5666666666666667,1
90,zoeylong@example.com,Zoey Long,2024-08-05,1,06:03 PM,07:58 PM,115.0,1.9166666666666667,1
91,calebscott@example.com,Caleb Scott,2024-08-05,1,06:12 PM,07:58 PM,106.0,1.7666666666666666,1
92,harperthompson@example.com,Harper Thompson,2024-08-05,1,06:12 PM,07:54 PM,102.0,1.7,1
93,blakecarter@example.com,Blake Carter,2024-08-05,1,06:15 PM,07:56 PM,101.0,1.6833333333333333,1
94,emilycoleman@example.com,Emily Coleman,2024-08-05,1,06:11 PM,07:54 PM,103.0,1.7166666666666666,1
95,dominicmyers@example.com,Dominic Myers,2024-08-05,1,06:07 PM,07:55 PM,108.0,1.8,1
96,gracebell@example.com,Grace Bell,2024-08-05,1,06:14 PM,07:48 PM,94.0,1.5666666666666667,1
97,isaacwright@example.com,Isaac Wright,2024-08-05,1,06:05 PM,07:51 PM,106.0,1.7666666666666666,1
98,lilyphillips@example.com,Lily Phillips,2024-08-05,1,06:14 PM,07:48 PM,94.0,1.5666666666666667,1
99,jaydenstewart@example.com,Jayden Stewart,2024-08-05,1,06:02 PM,07:46 PM,104.0,1.7333333333333334,1
100,charlotteallen@example.com,Charlotte Allen,2024-08-05,1,06:09 PM,07:51 PM,102.0,1.7,1
101,lucasanderson@example.com,Lucas Anderson,2024-08-06,1,06:08 PM,07:54 PM,106.0,1.7666666666666666,1
102,emilyjohnson@example.com,Emily Johnson,2024-08-06,1,06:08 PM,07:54 PM,106.0,1.7666666666666666,1
103,benjaminharris@example.com,Benjamin Harris,2024-08-06,1,06:01 PM,08:00 PM,119.0,1.9833333333333334,1
104,isabellamoore@example.com,Isabella Moore,2024-08-06,1,06:02 PM,07:51 PM,109.0,1.8166666666666667,1
105,jamescarter@example.com,James Carter,2024-08-06,1,06:09 PM,07:56 PM,107.0,1.7833333333333334,1
106,oliviamartin@example.com,Olivia Martin,2024-08-06,1,06:01 PM,07:59 PM,118.0,1.9666666666666666,1
107,alexanderwright@example.com,Alexander Wright,2024-08-06,1,06:11 PM,07:51 PM,100.0,1.6666666666666667,1
108,sophialewis@example.com,Sophia Lewis,2024-08-06,1,06:14 PM,07:48 PM,94.0,1.5666666666666667,1
109,michaelscott@example.com,Michael Scott,2024-08-06,1,06:00 PM,07:45 PM,105.0,1.75,1
110,ameliaclark@example.com,Amelia Clark,2024-08-06,1,06:08 PM,07:54 PM,106.0,1.7666666666666666,1
111,noahrobinson@example.com,Noah Robinson,2024-08-06,1,06:15 PM,07:46 PM,91.0,1.5166666666666666,1
112,gracerodriguez@example.com,Grace Rodriguez,2024-08-06,1,06:09 PM,08:00 PM,111.0,1.85,1
113,elijahturner@example.com,Elijah Turner,2024-08-06,1,06:08 PM,08:00 PM,112.0,1.8666666666666667,1
114,avamitchell@example.com,Ava Mitchell,2024-08-06,1,06:03 PM,07:50 PM,107.0,1.7833333333333334,1
115,williamcooper@example.com,William Cooper,2024-08-06,1,06:03 PM,07:53 PM,110.0,1.8333333333333333,1
116,charlottehill@example.com,Charlotte Hill,2024-08-06,1,06:03 PM,07:50 PM,107.0,1.7833333333333334,1
117,henryadams@example.com,Henry Adams,2024-08-06,1,06:10 PM,07:56 PM,106.0,1.7666666666666666,1
118,evelynbaker@example.com,Evelyn Baker,2024-08-06,1,06:13 PM,07:47 PM,94.0,1.5666666666666667,1
119,samuelcollins@example.com,Samuel Collins,2024-08-06,1,06:03 PM,07:46 PM,103.0,1.7166666666666666,1
120,miaallen@example.com,Mia Allen,2024-08-06,1,06:11 PM,07:56 PM,105.0,1.75,1
121,danielbennett@example.com,Daniel Bennett,2024-08-06,1,06:02 PM,08:00 PM,118.0,1.9666666666666666,1
122,harperparker@example.com,Harper Parker,2024-08-06,1,06:06 PM,07:57 PM,111.0,1.85,1
123,jacobyoung@example.com,Jacob Young,2024-08-06,1,06:11 PM,07:57 PM,106.0,1.7666666666666666,1
124,lilyward@example.com,Lily Ward,2024-08-06,1,06:06 PM,07:46 PM,100.0,1.6666666666666667,1
125,matthewfoster@example.com,Matthew Foster,2024-08-06,1,06:10 PM,07:50 PM,100.0,1.6666666666666667,1
126,abigailbrooks@example.com,Abigail Brooks,2024-08-06,1,06:01 PM,07:56 PM,115.0,1.9166666666666667,1
127,josephgriffin@example.com,Joseph Griffin,2024-08-06,1,06:08 PM,07:53 PM,105.0,1.75,1
128,ellareed@example.com,Ella Reed,2024-08-06,1,06:08 PM,07:54 PM,106.0,1.7666666666666666,1
129,davidflores@example.com,David Flores,2024-08-06,1,06:12 PM,07:57 PM,105.0,1.75,1
130,chloehoward@example.com,Chloe Howard,2024-08-06,1,06:14 PM,07:54 PM,100.0,1.6666666666666667,1
131,andrewstewart@example.com,Andrew Stewart,2024-08-06,1,06:15 PM,08:00 PM,105.0,1.75,1
132,victoriaking@example.com,Victoria King,2024-08-06,1,06:10 PM,07:47 PM,97.0,1.6166666666666667,1
133,thomasphillips@example.com,Thomas Phillips,2024-08-06,1,06:13 PM,07:56 PM,103.0,1.7166666666666666,1
134,hannahbutler@example.com,Hannah Butler,2024-08-06,1,06:13 PM,07:45 PM,92.0,1.5333333333333334,1
135,christophermorgan@example.com,Christopher Morgan,2024-08-06,1,06:13 PM,08:00 PM,107.0,1.7833333333333334,1
136,arialee@example.com,Aria Lee,2024-08-06,1,06:08 PM,07:57 PM,109.0,1.8166666666666667,1
137,anthonybell@example.com,Anthony Bell,2024-08-06,1,06:02 PM,07:48 PM,106.0,1.7666666666666666,1
138,nataliesanders@example.com,Natalie Sanders,2024-08-06,1,06:05 PM,07:51 PM,106.0,1.7666666666666666,1
139,joshuamorris@example.com,Joshua Morris,2024-08-06,1,06:15 PM,07:48 PM,93.0,1.55,1
140,scarlettrivera@example.com,Scarlett Rivera,2024-08-06,1,06:15 PM,07:58 PM,103.0,1.7166666666666666,1
141,jonathanperry@example.com,Jonathan Perry,2024-08-06,1,06:06 PM,07:49 PM,103.0,1.7166666666666666,1
142,penelopecook@example.com,Penelope Cook,2024-08-06,1,06:05 PM,07:56 PM,111.0,1.85,1
143,ryanpeterson@example.com,Ryan Peterson,2024-08-06,1,06:05 PM,07:59 PM,114.0,1.9,1
144,eleanorbarnes@example.com,Eleanor Barnes,2024-08-06,1,06:02 PM,07:54 PM,112.0,1.8666666666666667,1
145,calebjenkins@example.com,Caleb Jenkins,2024-08-06,1,06:06 PM,07:45 PM,99.0,1.65,1
146,zoeyrussell@example.com,Zoey Russell,2024-08-06,1,06:07 PM,07:53 PM,106.0,1.7666666666666666,1
147,jackmurphy@example.com,Jack Murphy,2024-08-06,1,06:07 PM,07:50 PM,103.0,1.7166666666666666,1
148,madisonhayes@example.com,Madison Hayes,2024-08-06,1,06:09 PM,07:47 PM,98.0,1.6333333333333333,1
149,charlescoleman@example.com,Charles Coleman,2024-08-06,1,06:09 PM,07:49 PM,100.0,1.6666666666666667,1
150,laylacooper@example.com,Layla Cooper,2024-08-06,1,06:15 PM,07:52 PM,97.0,1.6166666666666667,1
151,ethankelly@example.com,Ethan Kelly,2024-08-06,1,06:11 PM,07:51 PM,100.0,1.6666666666666667,1
152,sofiarichardson@example.com,Sofia Richardson,2024-08-06,1,06:09 PM,07:58 PM,109.0,1.8166666666666667,1
153,owencox@example.com,Owen Cox,2024-08-06,1,06:08 PM,08:00 PM,112.0,1.8666666666666667,1
154,noraward@example.com,Nora Ward,2024-08-06,1,06:13 PM,07:56 PM,103.0,1.7166666666666666,1
155,isaacprice@example.com,Isaac Price,2024-08-06,1,06:11 PM,07:53 PM,102.0,1.7,1
156,hazellong@example.com,Hazel Long,2024-08-06,1,06:15 PM,07:47 PM,92.0,1.5333333333333334,1
157,dylanpowell@example.com,Dylan Powell,2024-08-06,1,06:12 PM,07:53 PM,101.0,1.6833333333333333,1
158,lillianfisher@example.com,Lillian Fisher,2024-08-06,1,06:04 PM,07:54 PM,110.0,1.8333333333333333,1
159,christianhenderson@example.com,Christian Henderson,2024-08-06,1,06:13 PM,07:51 PM,98.0,1.6333333333333333,1
160,audreymyers@example.com,Audrey Myers,2024-08-06,1,06:04 PM,07:50 PM,106.0,1.7666666666666666,1
161,lukebryant@example.com,Luke Bryant,2024-08-06,1,06:09 PM,07:49 PM,100.0,1.6666666666666667,1
162,lucynguyen@example.com,Lucy Nguyen,2024-08-06,1,06:07 PM,07:59 PM,112.0,1.8666666666666667,1
163,carterkim@example.com,Carter Kim,2024-08-06,1,06:07 PM,07:59 PM,112.0,1.8666666666666667,1
164,samanthachavez@example.com,Samantha Chavez,2024-08-06,1,06:01 PM,07:55 PM,114.0,1.9,1
165,gabrieljenkins@example.com,Gabriel Jenkins,2024-08-06,1,06:12 PM,07:49 PM,97.0,1.6166666666666667,1
166,bellamorales@example.com,Bella Morales,2024-08-06,1,06:13 PM,08:00 PM,107.0,1.7833333333333334,1
167,aaronhayes@example.com,Aaron Hayes,2024-08-06,1,06:05 PM,07:51 PM,106.0,1.7666666666666666,1
168,mayaporter@example.com,Maya Porter,2024-08-06,1,06:11 PM,07:48 PM,97.0,1.6166666666666667,1
169,julianramirez@example.com,Julian Ramirez,2024-08-06,1,06:10 PM,07:56 PM,106.0,1.7666666666666666,1
170,rubyhunter@example.com,Ruby Hunter,2024-08-06,1,06:00 PM,07:45 PM,105.0,1.75,1
171,leoross@example.com,Leo Ross,2024-08-06,1,06:13 PM,07:49 PM,96.0,1.6,1
172,sadiediaz@example.com,Sadie Diaz,2024-08-06,1,06:06 PM,07:48 PM,102.0,1.7,1
173,adamsimmons@example.com,Adam Simmons,2024-08-06,1,06:13 PM,08:00 PM,107.0,1.7833333333333334,1
174,violetgray@example.com,Violet Gray,2024-08-06,1,06:10 PM,07:51 PM,101.0,1.6833333333333333,1
175,nathanmitchell@example.com,Nathan Mitchell,2024-08-06,1,06:07 PM,07:47 PM,100.0,1.6666666666666667,1
176,stellaperry@example.com,Stella Perry,2024-08-06,1,06:10 PM,07:49 PM,99.0,1.65,1
177,aidenrichardson@example.com,Aiden Richardson,2024-08-06,1,06:00 PM,07:52 PM,112.0,1.8666666666666667,1
178,leahlopez@example.com,Leah Lopez,2024-08-06,1,06:01 PM,08:00 PM,119.0,1.9833333333333334,1
179,hunterbarnes@example.com,Hunter Barnes,2024-08-06,1,06:02 PM,07:53 PM,111.0,1.85,1
180,milabrooks@example.com,Mila Brooks,2024-08-06,1,06:08 PM,07:56 PM,108.0,1.8,1
181,sebastiancarter@example.com,Sebastian Carter,2024-08-06,1,06:11 PM,07:50 PM,99.0,1.65,1
182,elliehughes@example.com,Ellie Hughes,2024-08-06,1,06:05 PM,07:57 PM,112.0,1.8666666666666667,1
183,jacksonbennett@example.com,Jackson Bennett,2024-08-06,1,06:05 PM,08:00 PM,115.0,1.9166666666666667,1
184,lunasanders@example.com,Luna Sanders,2024-08-06,1,06:12 PM,07:59 PM,107.0,1.7833333333333334,1
185,zacharyrogers@example.com,Zachary Rogers,2024-08-06,1,06:10 PM,07:59 PM,109.0,1.8166666666666667,1
186,naomiward@example.com,Naomi Ward,2024-08-06,1,06:15 PM,07:58 PM,103.0,1.7166666666666666,1
187,liambrown@example.com,Liam Brown,2024-08-06,1,06:12 PM,07:50 PM,98.0,1.6333333333333333,1
188,gabriellacruz@example.com,Gabriella Cruz,2024-08-06,1,06:02 PM,07:54 PM,112.0,1.8666666666666667,1
189,patrickreed@example.com,Patrick Reed,2024-08-06,1,06:06 PM,07:53 PM,107.0,1.7833333333333334,1
190,zoeylong@example.com,Zoey Long,2024-08-06,1,06:05 PM,07:54 PM,109.0,1.8166666666666667,1
191,calebscott@example.com,Caleb Scott,2024-08-06,1,06:10 PM,07:47 PM,97.0,1.6166666666666667,1
192,harperthompson@example.com,Harper Thompson,2024-08-06,1,06:09 PM,07:48 PM,99.0,1.65,1
193,blakecarter@example.com,Blake Carter,2024-08-06,1,06:08 PM,07:58 PM,110.0,1.8333333333333333,1
194,emilycoleman@example.com,Emily Coleman,2024-08-06,1,06:02 PM,08:00 PM,118.0,1.9666666666666666,1
195,dominicmyers@example.com,Dominic Myers,2024-08-06,1,06:04 PM,07:57 PM,113.0,1.8833333333333333,1
196,gracebell@example.com,Grace Bell,2024-08-06,1,06:11 PM,08:00 PM,109.0,1.8166666666666667,1
197,isaacwright@example.com,Isaac Wright,2024-08-06,1,06:10 PM,07:49 PM,99.0,1.65,1
198,lilyphillips@example.com,Lily Phillips,2024-08-06,1,06:08 PM,07:45 PM,97.0,1.6166666666666667,1
199,jaydenstewart@example.com,Jayden Stewart,2024-08-06,1,06:08 PM,07:47 PM,99.0,1.65,1
200,charlotteallen@example.com,Charlotte Allen,2024-08-06,1,06:08 PM,07:58 PM,110.0,1.8333333333333333,1
201,lucasanderson@example.com,Lucas Anderson,2024-08-07,1,06:12 PM,07:57 PM,105.0,1.75,1
202,emilyjohnson@example.com,Emily Johnson,2024-08-07,1,06:10 PM,07:48 PM,98.0,1.6333333333333333,1
203,benjaminharris@example.com,Benjamin Harris,2024-08-07,1,06:06 PM,07:50 PM,104.0,1.7333333333333334,1
204,isabellamoore@example.com,Isabella Moore,2024-08-07,1,06:12 PM,07:49 PM,97.0,1.6166666666666667,1
205,jamescarter@example.com,James Carter,2024-08-07,1,06:09 PM,07:54 PM,105.0,1.75,1
206,oliviamartin@example.com,Olivia Martin,2024-08-07,1,06:11 PM,08:00 PM,109.0,1.8166666666666667,1
207,alexanderwright@example.com,Alexander Wright,2024-08-07,1,06:09 PM,07:53 PM,104.0,1.7333333333333334,1
208,sophialewis@example.com,Sophia Lewis,2024-08-07,1,06:08 PM,07:56 PM,108.0,1.8,1
209,michaelscott@example.com,Michael Scott,2024-08-07,1,06:03 PM,07:53 PM,110.0,1.8333333333333333,1
210,ameliaclark@example.com,Amelia Clark,2024-08-07,1,06:04 PM,07:53 PM,109.0,1.8166666666666667,1
211,noahrobinson@example.com,Noah Robinson,2024-08-07,1,06:11 PM,07:59 PM,108.0,1.8,1
212,gracerodriguez@example.com,Grace Rodriguez,2024-08-07,1,06:14 PM,07:47 PM,93.0,1.55,1
213,elijahturner@example.com,Elijah Turner,2024-08-07,1,06:14 PM,07:50 PM,96.0,1.6,1
214,avamitchell@example.com,Ava Mitchell,2024-08-07,1,06:01 PM,07:48 PM,107.0,1.7833333333333334,1
215,williamcooper@example.com,William Cooper,2024-08-07,1,06:07 PM,07:54 PM,107.0,1.7833333333333334,1
216,charlottehill@example.com,Charlotte Hill,2024-08-07,1,06:02 PM,07:55 PM,113.0,1.8833333333333333,1
217,henryadams@example.com,Henry Adams,2024-08-07,1,06:06 PM,07:45 PM,99.0,1.65,1
218,evelynbaker@example.com,Evelyn Baker,2024-08-07,1,06:09 PM,07:45 PM,96.0,1.6,1
219,samuelcollins@example.com,Samuel Collins,2024-08-07,1,06:02 PM,07:54 PM,112.0,1.8666666666666667,1
220,miaallen@example.com,Mia Allen,2024-08-07,1,06:04 PM,07:52 PM,108.0,1.8,1
221,danielbennett@example.com,Daniel Bennett,2024-08-07,1,06:13 PM,07:53 PM,100.0,1.6666666666666667,1
222,harperparker@example.com,Harper Parker,2024-08-07,1,06:10 PM,07:45 PM,95.0,1.5833333333333333,1
223,jacobyoung@example.com,Jacob Young,2024-08-07,1,06:15 PM,07:46 PM,91.0,1.5166666666666666,1
224,lilyward@example.com,Lily Ward,2024-08-07,1,06:00 PM,07:46 PM,106.0,1.7666666666666666,1
225,matthewfoster@example.com,Matthew Foster,2024-08-07,1,06:14 PM,07:49 PM,95.0,1.5833333333333333,1
226,abigailbrooks@example.com,Abigail Brooks,2024-08-07,1,06:04 PM,07:46 PM,102.0,1.7,1
227,josephgriffin@example.com,Joseph Griffin,2024-08-07,1,06:00 PM,07:55 PM,115.0,1.9166666666666667,1
228,ellareed@example.com,Ella Reed,2024-08-07,1,06:04 PM,07:58 PM,114.0,1.9,1
229,davidflores@example.com,David Flores,2024-08-07,1,06:11 PM,07:54 PM,103.0,1.7166666666666666,1
230,chloehoward@example.com,Chloe Howard,2024-08-07,1,06:03 PM,07:48 PM,105.0,1.75,1
231,andrewstewart@example.com,Andrew Stewart,2024-08-07,1,06:12 PM,07:52 PM,100.0,1.6666666666666667,1
232,victoriaking@example.com,Victoria King,2024-08-07,1,06:03 PM,07:58 PM,115.0,1.9166666666666667,1
233,thomasphillips@example.com,Thomas Phillips,2024-08-07,1,06:05 PM,07:55 PM,110.0,1.8333333333333333,1
234,hannahbutler@example.com,Hannah Butler,2024-08-07,1,06:13 PM,07:54 PM,101.0,1.6833333333333333,1
235,christophermorgan@example.com,Christopher Morgan,2024-08-07,1,06:15 PM,07:45 PM,90.0,1.5,1
236,arialee@example.com,Aria Lee,2024-08-07,1,06:05 PM,07:52 PM,107.0,1.7833333333333334,1
237,anthonybell@example.com,Anthony Bell,2024-08-07,1,06:10 PM,07:58 PM,108.0,1.8,1
238,nataliesanders@example.com,Natalie Sanders,2024-08-07,1,06:03 PM,07:53 PM,110.0,1.8333333333333333,1
239,joshuamorris@example.com,Joshua Morris,2024-08-07,1,06:10 PM,07:50 PM,100.0,1.6666666666666667,1
240,scarlettrivera@example.com,Scarlett Rivera,2024-08-07,1,06:15 PM,07:51 PM,96.0,1.6,1
241,jonathanperry@example.com,Jonathan Perry,2024-08-07,1,06:04 PM,07:51 PM,107.0,1.7833333333333334,1
242,penelopecook@example.com,Penelope Cook,2024-08-07,1,06:05 PM,07:54 PM,109.0,1.8166666666666667,1
